country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"
                      This wine is extremely deep, complex and concentrated in flavor while maintaining wonderful finesse in texture. It starts with fragrant aromas of freshly baked bread and cinnamon. Those are followed by a creamy mouthfeel, pinpoint bubbles and subtle peach, white cherry and apricot flavors that are both delicate and focused at the same time, leading to a long finish. It is so tempting now but best after 2020.                      ",L'Ermitage Brut Rosé,96,75.0,California,Anderson Valley,Mendocino County,Sparkling Blend,Roederer Estate
US,"
                      From Bien Nacido Vineyard's Z and X blocks, with 3% Viognier, this is a lovely and rich Syrah with lavish aromas of black currant, caramel, teriyaki and German chocolate cake. The palate is similarly thick and chewy, but with elegance and balance, showing black cherry, blueberry, white pepper and crushed rocks, leveled by a steadily rising acidity.                      ",Cuvée Jean,96,95.0,California,Santa Maria Valley,Central Coast,Syrah,Clos Solène
US,"
                      From a site awash in Goldridge soils, the vines still on AXR rootstock, this white offers a wealth of high-toned aromatics, a rich robust nose that's unexpectedly bright, focused and fresh. The body takes on more richness and density, with highlights of caramel, brioche, fennel and salty pear.                      ",Trenton Roadhouse,96,80.0,California,Russian River Valley,Sonoma,Chardonnay,Kistler
US,"
                      Reduced on the nose in welcoming, complex ways, this white is intensely spiced and earthy, evolving into a light balanced take on caramel apple, pear and shavings of lemon zest. From a cool windy site in the Sebastopol Hills section of the larger appellation, the lemon takes on a candied note that boosts the acidity to fresh high-toned heights.                      ",Jennifer's,96,65.0,California,Russian River Valley,Sonoma,Chardonnay,Hartford Court
US,"
                      Plum jelly, sarsaparilla and cola aromas show on the inviting nose of this bottling. There is great freshness and liveliness to the palate, where white pepper spices up the grenadine flavors.                      ",Especial,90,40.0,California,Adelaida District,Central Coast,Zinfandel,Peachy Canyon
US,"
                      Dusty concentration and big oak offer a lasting impression of power and body in this wine, followed by a depth of rich red cherry and cassis, a sprinkling of dried herb lingering on the finish.                      ",Ames Vineyard,90,85.0,California,Oakville,Napa,Cabernet Sauvignon,Piña
Portugal,"
                      This is a highly perfumed wine with ripe tannins and layers of spice as well as a herbal edge. Released as a regional wine, the Syrah does well in the Douro, giving bold wines with plenty of black fruits, acidity and a generous layer of tannins. Drink from 2020.                      ",,90,29.0,Duriense,,,Syrah,Quinta da Romaneira
Portugal,"
                      While this estate does concentrate on wines, it also makes some fine Ports. This balanced aged tawny combines the fruitiness of this style with hints of spice from wood aging. The wine is ready to drink.                      ",10 Year Old Tawny,90,26.0,Port,,,Port,Quinta da Romaneira
US,"
                      Light in color and made to be acid-driven and fresh, this wine succeeds with a slightly carbonic expression of stemmy earthiness and intrigue. Strawberry-jam aromas are followed by a layering of citrus that persists through an understated finish.                      ",Platt Vineyard,90,68.0,California,Sonoma Coast,Sonoma,Pinot Noir,Red Car
US,"
                      Lightly ripe, this boasts clean varietal fruit amidst lushly toasty barrel flavors. Aged one year on the lees in half new and half neutral barrels, it's fresh and tasty, with sea salt caramel notes that enliven the finish.                      ",,90,40.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Ryan Rose
US,"
                      This straightforward approachable wine offers a friendly sense of richness, rounded in lush apple, mango and integrated oak. The finish is bright and fresh.                      ",,87,26.0,California,Sonoma County,Sonoma,Chardonnay,Tuli
Italy,"
                      This has subdued dark-skinned fruit and culinary spice aromas. The straightforward palate shows black cherry, clove and green peppercorn touches. Drink through 2020.                      ",Riserva,87,19.0,Tuscany,Chianti,,Red Blends,Uggiano
France,"
                      Sparkling Provence rosé is the logical next step in the success story from the south of France. This one is soft and off dry, making it a great apéritif. It's bubbly, crisply textured and ready to drink.                      ",Coeur Clémentine La Pétillante Brut Rosé,87,20.0,France Other,Vin Pétillant,,Grenache,Vins Clémentine
US,"
                      Full bodied and nearly sweet, this very ripe and fruity wine smells like waffles and maple syrup and tastes like strawberries and blackberries. Should be good to pair with salty and spicy dishes.                      ",Old Vine,87,20.0,California,Sierra Foothills,Sierra Foothills,Zinfandel,Zinfandelic
France,"
                      The simpler of the two cuvées from this estate, this is full of raspberry, red-currant and citrus flavors. Softly textured although having plenty of acidity, the wine is ready to drink.                      ",B de Brégançon,87,15.0,Provence,Côtes de Provence,,Rosé,Château de Brégançon
US,"
                      The nose on this twist-top bottling is a bit reductive at first, with a touch of petrol, citrus pith and Anjou pear rinds. That petrol quality extends to the sip as well, where is fits in with more pear skins and some beeswax.                      ",,87,25.0,California,California,California Other,Grenache Blanc,Lorimar
US,"
                      This a big and proudly oaky wine that's aromatic, full flavored and concentrated. It shows scents of cedar, clove and cinnamon, with blackberry and maple syrup on the palate. The texture is velvety and smooth.                      ",,90,15.0,California,California,California Other,Petite Sirah,The Crusher
US,"
                      Peppery, meaty and herbal, this wine is well rounded and concentrated in structure, with a lasting note of sandalwood and cedar.                      ",Black Sears,90,51.0,California,Howell Mountain,Napa,Zinfandel,V. Sattui
France,"
                      White-grapefruit acidity and hits of lemon pith and blossom add lift to this generous, slightly waxy white wine. Dry and full bodied in style, it's a rich, silky sip finishing on lingering notes of spice and vanilla. Lovely now, it should hold well through 2022.                      ",,90,15.0,Rhône Valley,Côtes du Rhône,,Rhône-style White Blend,Vidal-Fleury
Austria,"
                      Yeasty scents accent this wine's lovely, bright lemon-like tanginess. The lovely lemon streak also comes through on the easy, light but beautifully textured palate. The finish is juicy and dry.                      ",Klassik,90,24.0,Niederösterreich,,,Grüner Veltliner,Weinrieder
US,"
                      This vivid, seductive wine has a bright pink color, exotic floral and plummy aromas and opulent fruit flavors that are concentrated and layered. It's light bodied, well balanced and delicious.                      ",Estate Grown Sangiovese,90,15.0,California,Lodi,Central Valley,Rosé,LangeTwins
US,"
                      Blended with 13% Aglianico, this wine hails from Serra Pedace, Seven Hills, Loess and Mill Creek Upland vineyards. Its light sour cherry, anise, cigar box and spice aromas lead to tart fruit flavors with lightly grainy tannins and a long finish. All about subtlety, it needs food alongside it to fully deliver.                      ",,90,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,Sangiovese,Leonetti Cellar
Italy,"
                      Sawdust, oak-driven spice, dark-fruit and tobacco aromas slowly emerge from the glass. The dense palate offers espresso, licorice and cherry steeped in spirits alongside tightly packed tannins. Drink 2021–2026.                      ",Maria di Brun Riserva,89,,Piedmont,Barbaresco,,Nebbiolo,Ca'Romè
Italy,"
                      Subtle aromas of baking spice, dark berry and tilled earth lead the nose. The forward palate offers raspberry jam, licorice and green peppercorn alongside chewy tannins. Drink 2019–2025.                      ",Basarin Vigna Gianmatè,89,89.0,Piedmont,Barbaresco,,Nebbiolo,Giacosa Fratelli
Italy,"
                      Aromas of white stone fruit, citrus and pistachio take center stage on this fresh white. The fruity aromas carry over to the savory, light-bodied palate along with yellow peach.                      ",La Segreta Bianco,89,14.0,Sicily & Sardinia,Sicilia,,White Blend,Planeta
Italy,"
                      Subtle aromas of leather, dark berry and underbrush lead the nose. The juicy palate offers black cherry, star anise and clove alongside firm tannins that grip the finish. Drink after 2022.                      ",Jacco Riserva,89,,Piedmont,Barbaresco,,Nebbiolo,Achille Viglione
US,"
                      This is a star effort given the volume and price point. A toasty frame sets up tart fruit flavors of raspberry hard candy. It's got more grip and focus than most of the inexpensive Oregon Pinots.                      ",,89,19.0,Oregon,Oregon,Oregon Other,Pinot Noir,Acrobat
Italy,"
                      Aromas suggesting oak, vanilla, baked plum and a whiff of burned rubber all take shape in the glass. On the assertive palate, grainy tannins offset fleshy black cherry, cake spice, espresso and vanilla before an astringent, drying finish. Give the tannins several more years to unclench. Drink after 2024.                      ",,89,100.0,Southern Italy,Taurasi,,Aglianico,Agricola Bellaria
France,"
                      Ripe, yellow apple and chamomile tisane are heady on the nose. The palate is rich and concentrated, brimming with ripeness. Some dried fruit notes are starting to appear but lemon zest highlights the dry, long finish.                      ",Lieu Dit Krittler,91,35.0,Alsace,Alsace,,Riesling,Cave du Roi Dagobert
US,"
                      Roasted blackberry and black-plum aromas meet with milk chocolate and baking spice on the nose of this bottling, which sees 21% new oak. The flavors are broad and rich with violets, black currants and blueberries, framed by strong tannins and a persistent deep acidity.                      ",Derby Vineyard,91,46.0,California,Paso Robles,Central Coast,Malbec,Derby
US,"
                      Made from estate-grown Pinot Noir, Chardonnay and Pinot Gris, this wine is focused in acidity, with dry, fresh components of lemon and green apple. Complex in mineral overtones, it offers a taste of oyster shell and wet stone.                      ",Brut,91,33.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Domaine Carneros
France,"
                      Lifted lemon headiness on the nose continues onto the palate where flavors of lemon zest and juice are concentrated, pure and fresh. Underneath are more aromatic hints of bergamot and peach. This is brisk, dry and full of fruit, with a lip-smacking finish.                      ",Tradition,91,28.0,Alsace,Alsace,,Riesling,Domaine Vincent Stoeffler
US,"
                      This pale copper-hued rosé gets Joe Wagner's new Oregon project off to a great start. It's packed with delicious ripe fruit, recalling citrus, pear and peach. Despite the low alcohol, it has exceptional concentration and depth of flavor, with a sprinkling of pepper at the tail end.                      ",,91,22.0,Oregon,Oregon,Oregon Other,Rosé,Elouan
France,"
                      Ripe, juicy notes of pear have zesty lime freshness on the nose. The same interplay between juicy ripeness and zesty tang happens on the slender palate that is shot through with lemon brightness. This wine has impact, tons of freshness and a dry finish.                      ",Tradition,91,22.0,Alsace,Alsace,,Riesling,Emile Beyer
Spain,"
                      Cheesy aromas dominate the nose on this flat rubbery-feeling Garnacha. Gritty berry-fruit flavors are a bit weedy, while this is lifeless on the finish.                      ",Señorío de Aldaz,83,17.0,Northern Spain,Navarra,,Garnacha,Vega del Castillo
US,"
                      The aromas bring a slightly tinny note that distracts. The palate seems to fall flat, without the concentration or structure to hold it together.                      ",,82,12.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Duck Pond
Argentina,"
                      Underripe aromas of a burning field mixed with stale sweat socks are not the stuff of legend. A thick soupy palate deals dense berry flavors that are tainted with rot. Call it herbal or call it murky, but overall this isn't cutting it.                      ",,82,23.0,Mendoza Province,Uco Valley,,Malbec,Fäsi
Spain,"
                      Floral aromas suggest lilies more than fruit. On the tongue, this is a foamy mass with no focus. Muddled citrus flavors come with a candied sweetness, while this brut sparkler with a weird Italian name offers only oxidized notes on the finish.                      ",Prospero Gran Selezione Brut,82,12.0,Spain Other,Spain,,Sparkling Blend,Felix Solis
US,"
                      This dry lean wine is medium bodied and has a sunbaked mature character. The fruit aromas and flavors are minimal, conceding to dusty dry-earth notes.                      ",Proprietor Grown,82,38.0,California,Petaluma Gap,Sonoma,Pinot Noir,Kendric
Italy,"
                      Quiet aromas of dark chocolate and mint mix with a bit of char on the nose. The palate is carried by a sweet oak tone reminiscent of Bourbon.                      ",Rocky Marciano,82,23.0,Central Italy,Montepulciano d'Abruzzo,,Montepulciano,Cantina Ripa Teatina
France,"
                      This perfumed wine has spice and a core of firm tannins that are surrounded by ripe black-cherry and plum flavors. Its structure is still young with dryness at the moment. But the weight of the fruit will ensure that the wine will open with warmth and richness. Drink from 2020.                      ",,91,42.0,Burgundy,Santenay,,Pinot Noir,Albert Bichot
US,"
                      Woody earth meets carbonic strawberry in this lightly spiced, delicately crafted, estate-grown wine. With elusive notions of pomegranate and cherry, it is light and balanced, finishing gracefully soft and supple.                      ",Ampelos Vineyard Lambda,91,35.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Ampelos
France,"
                      This is a crisp wine, fresh and with a texture that includes both minerality and light tannins. The wine is still young and very fruity, delicious now but better with some aging so the crispness can tone down a little. Drink from 2019.                      ",Vive-la-Joie Rosé,91,33.0,Burgundy,Crémant de Bourgogne,,Pinot Noir,Bailly-Lapierre
US,"
                      Concentrated in tannic layers of vanilla, cassis and sage, this wine offers a sauvage quality of mountain air and power. Its full-bodied ripeness and richness is complemented by a lifted hit of bright acidity that lingers on the finish.                      ",,91,80.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Barnett
US,"
                      A blend of 55% Grenache, 23% Mourvèdre, 11% Syrah and 11% Cinsault, the aromas explode, with notes of fresh raspberry, blue plum, black pepper, fresh herb and huckleberry, showing a sense of freshness. The palate is light and elegant yet textured and flavorful.                      ",Bésoleil,91,48.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style Red Blend,Betz Family
Italy,"
                      Delicately scented, this has enticing aromas of ripe pear, white wildflower and a whiff of Alpine herb. On the juicy palate, fresh acidity supports mature golden apple, peach and a flinty note.                      ",Moriz,91,22.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Cantina Tramin
New Zealand,"
                      Relatively quiet on the nose, this wine offers notes of red current and strawberry, backed by a savory spine. The palate is on the hot side and lacking some of the elegance, with woody drying tannins that are on the clunky side. The fruit feels a little sour on the finish, too.                      ",,85,20.0,Marlborough,,,Pinot Noir,Totara
Chile,"
                      Raspberry and strawberry aromas include a note of tomato sauce. This feels fairly spineless, but not outright flat. Herb-infused flavors of berry fruit and bell pepper finish steady but are devoid of complexity.                      ",La Misión Reserva,85,12.0,Central Valley,,,Cabernet Sauvignon,William Fèvre
France,"
                      Soft, fruity and open, this wine has attractive red-berry flavors and light tannins. It should develop quickly. Drink from 2020.                      ",,85,16.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château de Hartes
France,"
                      This wine has soft tannins and juicy acidity. It is light and fruity, with an open character that means it will be ready to drink from 2019.                      ",,85,12.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château La Rose Montauran
France,"
                      A ripe, juicy wine with attractive berry flavors and acidity, this is likely to develop relatively quickly. Drink from 2021.                      ",Tradition,85,18.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Lauduc
France,"
                      This fruity wine has good acidity and a light structure. Easy and fresh, it offers light, well-integrated tannins. The wine should be ready from 2021.                      ",,85,15.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château le Grand Verdus
US,"
                      Light in color, there is lots of juicy pomegranate fruit on the nose of this bottling from the centrally located estate, alongside red-licorice and cinnamon scents. It's crisp, lively and fresh on the palate, with bright red-fruit and rose-petal flavors.                      ",Classic Estate,91,30.0,California,Edna Valley,Central Coast,Pinot Noir,Claiborne & Churchill
US,"
                      Smashed blackberry, purple flowers and loamy earth aromas show on the nose of this bottling. Sticky tannins frame the palate, though it's a fairly fresh take on the grape, with boysenberry and fresh purple flowers meeting with leather and smoked meat flavors.                      ",Maduro,91,45.0,California,Paso Robles,Central Coast,Tempranillo,Croma Vera
US,"
                      Fresh spring grass, lemongrass, grapefruit, pear blossom and a hint of flint show on the nose of this bottling. The palate is framed by a compelling texture that's both fleshy with stone fruit and racy with sharper lime rinds, providing great depth.                      ",,91,50.0,California,Adelaida District,Central Coast,Sauvignon Blanc,Daou
US,"
                      Those seeking a fresh, detailed Chardonnay from Paso Robles will be pleased with this bottling. Light, easy aromas of lemon balm, white peach and clarified butter into a palate full of lemon zest, creamy cherimoya and brioche flavors.                      ",Eberle Estate Vineyard,91,24.0,California,Paso Robles,Central Coast,Chardonnay,Eberle
US,"
                      Aromas of black plums and purple flowers meet with savory roasted meat and crushed gravel on the nose of this bottling. Firm tannins frame the palate, holding up flavors of blackberry, black olive and dried herb, with a flash of vanilla on the finish. It's built to last, so drink 2020–2030.                      ",Reserve,91,50.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,Edna Valley Vineyard
US,"
                      Always one of this winery's best bang-for-buck bottlings, this blend of 36% Cinsaut, 30% Counoise, 21% Mourvèdre and 13% Grenache is extremely fresh, starting with aromas of strawberry, star anise, hickory and white pepper. The palate is juicy, spicy with pepper and zesty with acid, so chill it down slightly and drink up.                      ",Gypsy,91,29.0,California,Santa Barbara County,Central Coast,Rhône-style Red Blend,Epiphany
France,"
                      Crisp and perfumed as well as herbaceous, this is a fruity wine with lively acidity and a clean, bright aftertaste. Grapefruit and lemon flavors dominate this ready-to-drink wine.                      ",Le Bordeaux de Larrivet Haut-Brion,87,18.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Maison Ginestet
US,"
                      This blends in 7% Cabernet Sauvignon. The wine is pungent and earthy in forest and tobacco, with smooth thick full-bodied waves of green tannin and light accents of clove spice.                      ",Right Bank,87,50.0,California,Oak Knoll District,Napa,Merlot,Materra Cunat Family Vineyards
US,"
                      This is a concentrated wine rich in red fruit that remains light in the glass. Herbal, earthy undertones of oystershell and dill mix with cedar and currant.                      ",Estate Red Bell Mountain,87,38.0,California,Alexander Valley,Sonoma,Red Blends,Medlock Ames
US,"
                      Vanilla, baking spice, sliced green-pepper and dried cherry aromas are followed by ripe sweet cherry and herb flavors. It finishes with a tart plum and vanilla-filled finish. Bitter notes linger.                      ",,87,48.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Merry Cellars
New Zealand,"
                      This could be a poster child for Marlborough Sauvignon Blanc, offering all the hallmarks of the style: white grapefruit, pineapple, passionfruit and peach skins with, of course, a lick of grassiness. Its racy acidity and slightly chalky texture make for an easygoing summer sipper.                      ",,87,17.0,Marlborough,,,Sauvignon Blanc,Opawa
Italy,"
                      Made from organically grown Sangiovese, Canaiolo, Colorino and Malvasia Nera, this opens with earthy aromas of scorched earth, leather and black-skinned berries. The straightforward palate doles out licorice, clove and black cherry jam flavors alongside round tannins. Drink through 2021.                      ",,87,21.0,Tuscany,Chianti,,Red Blends,Podere Volpaio
US,"
                      A clonal exception to the majority of this producer's white wines, the grapes for this wine are grown at 1,800-feet elevation from Mt. Eden and old Wente clones, technically within the new Moon Mountain appellation. It starts rich and robust in juicy salty concentration before allowing in a streak of bright floral acidity that gives it freshness and life. White flower and salty stone persist on the palate.                      ",Kistler Vineyard,96,90.0,California,Sonoma Valley,Sonoma,Chardonnay,Kistler
US,"
                      Compost earthiness underlies a juicy, expansive and richly layered palate of fruit and spice that lingers expertly on the finish. Polished tannins support crisp strawberry and red cherry flavors that are adorned with cardamom and orange zest.                      ",Gap's Crown Vineyard,96,70.0,California,Sonoma Coast,Sonoma,Pinot Noir,Three Sticks
US,"
                      This is a wine of great concentration and density that's also savory and earthy. Hearty, heady violet-floral aromatics make for a grand entry into explosively succulent wild strawberry flavor and supple texture. The tannins are robust and rounded and there's a delicate layering of white and black pepper that dominates on the finish. Enjoy best 2020–2030.                      ",Laguna Ridge Vineyard,96,90.0,California,Russian River Valley,Sonoma,Pinot Noir,Kistler
US,"
                      This is comprised of fruit from two coastal sites, but it does not hold back on flavor or complexity. A juicy entry of spicy red and blue fruit is surrounded by moderate structure and an imprint of rose petal. Lasting in intensity and acidity, it's dotted in citrus and polished tannins.                      ",Land's Edge Vineyards,96,50.0,California,Sonoma Coast,Sonoma,Pinot Noir,Hartford Court
US,"
                      This is a Martinelli family-farmed site, a mark of excellence and history that's hard to beat. Floral and textured, it is marked by bright focused acidity around a core of textured baked-apple flavor and hazelnut crème brûlée. It tastes complete and complex, with undeniable richness and concentration.                      ",Woolsey Road Vineyard,96,65.0,California,Russian River Valley,Sonoma,Chardonnay,Ramey
US,"
                      This is a standout wine, earthy in juicy red fruit, spicy clove and citrus peel. It is well integrated and robustly built, with a backbone of acidity that provides lasting structure and a finishing touch of elegance.                      ",Freestone Vineyards Estate Grown,95,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Joseph Phelps
Germany,"
                      Pronounced aromas of smoke and crushed earth dissipate with aeration revealing crisp yellow peach and tangerine. While dry in style, this offers plush sunny stone-fruit flavors balanced by brisk acidity and a tart bite of green apple on the finish.                      ",Thomas Haag SL Trocken,90,20.0,Mosel,,,Riesling,Schloss Lieser
Germany,"
                      Zesty notes of kiwi and green apple lend a green-fruited vibrance to this mouthwatering dry Silvaner. It's juicy and forward in style but anchored by streaks of lime acidity and fresh herbs. Hints of lightly toasted nuts linger on the finish.                      ",Randersackerer Trocken,90,24.0,Franken,,,Silvaner,Schmitt's Kinder
Australia,"
                      This is a lovely expression of the grape, from climes significantly cooler than that of Barossa. A good lick of savory, earthy funk, wet leaves, olives and grilled plums carry the nose and palate. This is soft and velvety, with gentle tannins and a long, savory finish.                      ",,90,20.0,South Australia,Adelaide Hills,,Shiraz,Sidewood
US,"
                      This spicy, round, fruit-powered wine offers a pleasing mix of berry and cherry flavors. The fruit is annotated with citrus rind highlights and has a firm, substantial finish with well-built tannins and a touch of toast.                      ",,90,30.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Sol Vie
US,"
                      This is a smooth, round and likable wine, richly interwoven in baked cherry, cassis and cinnamon bark that's somewhat smoky in a good way on the lengthy finish.                      ",Lagomarsino Vineyard,90,68.0,California,Russian River Valley,Sonoma,Cabernet Sauvignon,St. Francis
US,"
                      Three quarters Pinot Noir and one quarter Chardonnay, this young sparkler is tart and tangy with lemon, pink grapefruit, green apple and orange flavors. There's a dash of baking spice and a slightly earthy note in the aroma, but overall it's enjoyable.                      ",LaRue's Brut Rosé,90,65.0,Oregon,Dundee Hills,Willamette Valley,Sparkling Blend,Stoller
Austria,"
                      Miso notes mingle with ripe Conference pear scents on the nose of this wine. The palate adds a yeasty texture and lively lemon flavors, making it a very expressive, dry and totally refreshing Grüner Veltliner.                      ",Ried Steinagrund,90,17.0,Wagram,,,Grüner Veltliner,Leth
France,"
                      Zesty and light footed, this dry varietal Marsanne offers a fresher expression of this typically lavishly textural grape. There's a delicacy to the palate marked by slightly creamy tones of fresh yellow apple, Asian pear and peach. The finish is rimmed by a pleasantly salty tone. Enjoy now–2022.                      ",Petite Ruche,90,30.0,Rhône Valley,Crozes-Hermitage,,Marsanne,M. Chapoutier
US,"
                      Dark gold in color, this wine offers uplifting acidity and matchstick—strong elements that balance well against powerful layers of green apple, melon and pear. The ripeness is in check.                      ",Lavan,90,38.0,California,Sonoma Mountain,Sonoma,Chardonnay,Covenant
France,"
                      This wine, like so many in the Loire, was aged in the chalk caves around the town of Saumur. An elegant blend of Chardonnay and Pinot Noir, it conveys a cool feel along with bright acidity and a creamy, apple aftertaste. Drink now.                      ",Brut,90,25.0,Loire Valley,Crémant de Loire,,Champagne Blend,Domaine du Petit Clocher
Austria,"
                      Gentle hints of tart cherry break though on the subdued nose of this wine. The palate is slender, with a finely woven grip and wonderfully bright freshness. It's understated yet satisfying, with a dry, refreshing and subtle finish.                      ",,90,25.0,Burgenland,,,Pinot Noir,Esterházy
France,"
                      Subtle notes of nuts, spice and crushed earth lend complexity to buoyantly juicy black-plum and mulberry flavors. It's a plush, richly concentrated wine offset by crisp acidity and ripe, mouthfilling tannins. Enjoy now–2026.                      ",Plan de Dieu,90,17.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Ferraton Père et Fils
US,"
                      This blend of 58% Syrah, 26% Mourvèdre and 16% Grenache hails from Boushey and Heart of the Hill vineyards. Subdued out of the gate, it offers raspberry, white pepper, herb, cherry pit and marionberry aromas as it opens. The flavors are graceful, pretty and balanced.                      ",Façon Rouge,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,G-S-M,Forgeron
France,"
                      The nose only gives hints of lemon freshness. The palate adds ripe pear notes, boosted by a dollop of residual sweetness, to the lemon freshness. This results in a rounded, perfectly balanced medium-sweet wine that has both poise and texture.                      ",Holder,91,25.0,Alsace,Alsace,,Pinot Gris,Henri Schoenheitz
France,"
                      The standard nonvintage from this producer benefits from its policy of blending in a high percentage of older reserve wines. That gives the wine its richness and smooth, ripe character. Hints of apples are still there along with a good balance between acidity and toastiness. Drink now.                      ",Brut Souverain,91,45.0,Champagne,Champagne,,Champagne Blend,Henriot
US,"
                      Rich black fruit flavors anchor this excellent wine, which accents its brambly character with complex hints of olive, bark and citrus. It's solid, substantial and a fine value, finishing with a touch of alcoholic heat.                      ",,91,29.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Joleté
US,"
                      Leather, tobacco and smoky char define the opening of this full-bodied, rich wine, blended with 15% Merlot, 3% Petit Verdot, 3% Malbec and 2% Cabernet Franc. Woody and structured, its fruit leans dark and plummy, ending on a touch of dark chocolate.                      ",Estate Grown,91,75.0,California,Napa Valley,Napa,Cabernet Sauvignon,Joseph Phelps
Italy,"
                      Savory aromas of dried apricot, tangerine zest, date and jasmine carry over to the creamy palate alongside fresh acidity. Notes of pistachio and vanilla linger on the persistent finish.                      ",Passito di Noto,91,41.0,Sicily & Sardinia,Sicilia,,Moscato,Planeta
Australia,"
                      This wine offers melon, lemon and fig tones that are bright and ripe without being jammy. A toasted coconut-oak note serves to support rather than overpower, and the lees work adds just enough texture and complexity to compliment a tight, grainy texture. Drink now–2025.                      ",,89,25.0,South Australia,McLaren Vale,,Chardonnay,Angove
US,"
                      Here is a fruity mix of light red berries, accented with lemon and pineapple acidity. Forward and fresh, it carries a light thread of graphite into the finish.                      ",Nuthouse,89,50.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Argyle
Portugal,"
                      There are many layers of ripe fruit in this relatively soft wine. It has sweetness, berry fruits and integrated tannins. Already attractive, the wine is obviously going to develop quickly. Drink from 2026.                      ",Vintage,89,55.0,Port,,,Port,Barros
Italy,"
                      Red berry, cooking spice and leather aromas emerge from the glass. The solid palate offers crushed raspberry, blood orange and clove alongside austere, youthful tannins. Drink after 2022.                      ",,89,46.0,Piedmont,Barbaresco,,Nebbiolo,Batasiolo
Italy,"
                      Aromas of cedar, dark berry and eucalyptus shape the nose. The solid full-bodied palate offers dried black cherry, clove and white pepper alongside firm tannins. Drink 2020–2028.                      ",Serragrilli,89,120.0,Piedmont,Barbaresco,,Nebbiolo,Battaglio
Italy,"
                      Delicate aromas of acacia, white stone fruit and hazelnut lift out of the glass. On the lean but elegant palate, you'll find dried yellow apple slice, citrus, honeyed nut and a mineral note alongside fresh acidity. Drink soon to capture the remaining fruit.                      ",Pietra Marina Bianco,89,75.0,Sicily & Sardinia,Etna,,Carricante,Benanti
Argentina,"
                      Herbal, smoky berry aromas taken as a whole smell much like a burning field. On the palate, this is clamping and short. Tart plum and red-currant flavors are also salty, while this is pinned closed on an acidic finish.                      ",Reserve,82,,Other,Argentina,,Malbec,Graffigna
Spain,"
                      Stony citrus aromas are as good as it gets. A highly citric, foamy palate lacks refinement and charm, while this tastes of underripe pineapple and lime.                      ",Edoné Cuvée de María,82,20.0,Spain Other,Spain,,Sparkling Blend,Viñedos Balmoral
Argentina,"
                      Light cherry and raspberry aromas are earthy and don't amount to much. Scattershot plum and berry flavors lack focus, while this is strangely chemical on the finish.                      ",Tolentino Winemaker's Selection,82,18.0,Mendoza Province,Mendoza,,Malbec,Bodega Cuarto Dominio
Spain,"
                      Cooked aromas of raisin open this flabby Garnacha. Stewed berry flavors along with clove and nutmeg notes don't amount to anything serious, while this tastes like spongy spice cake and exhibits almost no tannic grip on the finish.                      ",,82,12.0,Northern Spain,Cariñena,,Garnacha,Lelia
France,"
                      There's a cheesy underlay to the nose of this wine, with more pleasant and pronounced scents of toasted apple and bruised citrus upfront. The medium-weight palate is round and soft, with low acidity and a short finish.                      ",Pyrène L'inarrêtable Le Blanc Beurré,82,10.0,France Other,Vin de France,,Chardonnay,Lionel Osmin & Cie
Spain,"
                      A rusty color and odd aromas of clove and cardamom are unconvincing. A wide palate lacks focus and punch, while this tastes of Middle Eastern spices but not much, if any, fruit. A soapy-tasting finish with bitterness is of no help.                      ",Brut Rosé,82,15.0,Catalonia,Cava,,Sparkling Blend,Pata Negra
France,"
                      This firmly structured wine has fine tannins and layers of wood. The fruit is forward, juicy with blackberry flavors and acidity. Drink this wine from 2020.                      ",,85,14.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Teyssier
France,"
                      This wine is dry, firm and seems to have too much extraction. The fruit glimmesr in the background and needs plenty of time to develop, so wait until 2021.                      ",Inspired by Haut-Brion,85,14.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Clarendelle
